Order ID,Order Date,Ship Mode,Customer Name,Segment,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Year,Month
ORD-00517,2022-01-12 20:50:32.716358,Second Class,Customer_0198,Consumer,South,Furniture,Tables,2969.0,4,0.2,393.17,2022,2022-01
ORD-00518,2022-01-13 14:22:16.268134,Same Day,Customer_0135,Corporate,South,Technology,Laptops,4135.08,4,0.3,-39.46,2022,2022-01
ORD-00519,2022-01-14 07:53:59.819909,Standard Class,Customer_0147,Home Office,South,Office Supplies,Labels,1204.01,6,0.0,276.7,2022,2022-01
ORD-00520,2022-01-15 01:25:43.371685,Standard Class,Customer_0172,Consumer,Central,Technology,Accessories,6953.73,4,0.0,1957.13,2022,2022-01
ORD-00521,2022-01-15 18:57:26.923461,Standard Class,Customer_0063,Consumer,Central,Office Supplies,Art,239.36,2,0.1,28.93,2022,2022-01
ORD-00522,2022-01-16 12:29:10.475237,Standard Class,Customer_0065,Consumer,West,Technology,Copiers,986.45,1,0.3,10.27,2022,2022-01
ORD-00523,2022-01-17 06:00:54.027013,Standard Class,Customer_0295,Home Office,Central,Office Supplies,Binders,304.14,5,0.1,60.02,2022,2022-01
ORD-00524,2022-01-17 23:32:37.578789,Second Class,Customer_0211,Corporate,East,Furniture,Chairs,815.78,1,0.0,168.3,2022,2022-01
ORD-00525,2022-01-18 17:04:21.130565,Same Day,Customer_0109,Consumer,East,Technology,Accessories,714.34,2,0.2,31.47,2022,2022-01
ORD-00526,2022-01-19 10:36:04.682341,First Class,Customer_0282,Corporate,Central,Technology,Copiers,3961.73,4,0.1,695.12,2022,2022-01
ORD-00527,2022-01-20 04:07:48.234117,First Class,Customer_0172,Corporate,West,Technology,Laptops,1823.08,3,0.2,184.69,2022,2022-01
ORD-00528,2022-01-20 21:39:31.785892,First Class,Customer_0012,Home Office,East,Office Supplies,Labels,564.33,3,0.1,122.42,2022,2022-01
ORD-00529,2022-01-21 15:11:15.337668,Standard Class,Customer_0220,Consumer,South,Office Supplies,Art,1135.21,6,0.0,303.32,2022,2022-01
ORD-00530,2022-01-22 08:42:58.889444,Second Class,Customer_0286,Corporate,West,Furniture,Tables,2446.51,2,0.0,662.25,2022,2022-01
ORD-00531,2022-01-23 02:14:42.441220,First Class,Customer_0172,Home Office,East,Furniture,Furnishings,811.87,2,0.0,243.22,2022,2022-01
ORD-00532,2022-01-23 19:46:25.992996,Standard Class,Customer_0236,Consumer,South,Office Supplies,Paper,186.25,1,0.3,9.67,2022,2022-01
ORD-00533,2022-01-24 13:18:09.544772,Same Day,Customer_0166,Consumer,Central,Office Supplies,Paper,498.31,3,0.0,132.31,2022,2022-01
ORD-00534,2022-01-25 06:49:53.096548,Standard Class,Customer_0187,Consumer,East,Furniture,Furnishings,1618.64,2,0.0,347.29,2022,2022-01
ORD-00535,2022-01-26 00:21:36.648324,Second Class,Customer_0170,Consumer,West,Furniture,Bookcases,1092.25,2,0.3,53.96,2022,2022-01
ORD-00536,2022-01-26 17:53:20.200100,Second Class,Customer_0052,Consumer,East,Furniture,Furnishings,2606.04,2,0.1,543.81,2022,2022-01
ORD-00537,2022-01-27 11:25:03.751875,Same Day,Customer_0189,Home Office,South,Office Supplies,Storage,586.22,2,0.0,139.07,2022,2022-01
ORD-00538,2022-01-28 04:56:47.303651,Standard Class,Customer_0120,Consumer,East,Technology,Laptops,582.92,1,0.0,159.74,2022,2022-01
ORD-00539,2022-01-28 22:28:30.855427,Second Class,Customer_0105,Consumer,East,Furniture,Furnishings,5894.89,6,0.2,379.25,2022,2022-01
ORD-00540,2022-01-29 16:00:14.407203,Standard Class,Customer_0162,Corporate,West,Furniture,Bookcases,4959.79,7,0.0,1146.69,2022,2022-01
ORD-00541,2022-01-30 09:31:57.958979,Standard Class,Customer_0295,Consumer,West,Office Supplies,Storage,200.82,3,0.4,-6.24,2022,2022-01
ORD-00542,2022-01-31 03:03:41.510755,Second Class,Customer_0041,Consumer,South,Technology,Copiers,889.8,1,0.5,-143.21,2022,2022-01
ORD-00543,2022-01-31 20:35:25.062531,Standard Class,Customer_0165,Corporate,East,Furniture,Chairs,6606.25,5,0.1,965.94,2022,2022-01
ORD-00544,2022-02-01 14:07:08.614307,Second Class,Customer_0160,Home Office,Central,Furniture,Tables,974.16,1,0.0,196.16,2022,2022-02
ORD-00545,2022-02-02 07:38:52.166083,Standard Class,Customer_0264,Corporate,West,Furniture,Tables,707.64,1,0.1,87.74,2022,2022-02
ORD-00546,2022-02-03 01:10:35.717858,Standard Class,Customer_0018,Corporate,Central,Technology,Copiers,647.71,1,0.3,30.45,2022,2022-02
ORD-00547,2022-02-03 18:42:19.269634,Second Class,Customer_0173,Consumer,South,Furniture,Furnishings,309.02,1,0.2,34.48,2022,2022-02
ORD-00548,2022-02-04 12:14:02.821410,Standard Class,Customer_0033,Home Office,East,Furniture,Chairs,3337.41,4,0.0,782.96,2022,2022-02
ORD-00549,2022-02-05 05:45:46.373186,Standard Class,Customer_0261,Consumer,West,Furniture,Bookcases,3733.19,3,0.1,466.56,2022,2022-02
ORD-00550,2022-02-05 23:17:29.924962,Same Day,Customer_0210,Corporate,Central,Furniture,Furnishings,775.88,1,0.1,161.79,2022,2022-02
ORD-00551,2022-02-06 16:49:13.476738,Standard Class,Customer_0164,Consumer,Central,Office Supplies,Binders,1268.08,6,0.0,372.07,2022,2022-02
ORD-00552,2022-02-07 10:20:57.028514,Second Class,Customer_0005,Home Office,East,Office Supplies,Art,92.38,1,0.2,7.34,2022,2022-02
ORD-00553,2022-02-08 03:52:40.580290,Standard Class,Customer_0034,Corporate,South,Technology,Laptops,2308.38,2,0.0,682.42,2022,2022-02
ORD-00554,2022-02-08 21:24:24.132066,Standard Class,Customer_0280,Corporate,Central,Office Supplies,Art,1029.81,4,0.1,213.89,2022,2022-02
ORD-00555,2022-02-09 14:56:07.683841,Standard Class,Customer_0145,Consumer,South,Furniture,Bookcases,1434.58,2,0.0,344.28,2022,2022-02
ORD-00556,2022-02-10 08:27:51.235617,Standard Class,Customer_0071,Consumer,Central,Technology,Phones,4493.69,4,0.0,1134.07,2022,2022-02
ORD-00557,2022-02-11 01:59:34.787393,Standard Class,Customer_0230,Corporate,West,Technology,Accessories,590.37,1,0.5,-72.38,2022,2022-02
ORD-00558,2022-02-11 19:31:18.339169,Standard Class,Customer_0125,Corporate,East,Technology,Copiers,2349.43,3,0.0,673.68,2022,2022-02
ORD-00559,2022-02-12 13:03:01.890945,Standard Class,Customer_0278,Consumer,West,Office Supplies,Art,407.13,2,0.0,88.9,2022,2022-02
ORD-00560,2022-02-13 06:34:45.442721,Standard Class,Customer_0271,Home Office,South,Office Supplies,Labels,289.75,2,0.0,73.16,2022,2022-02
ORD-00561,2022-02-14 00:06:28.994497,Standard Class,Customer_0015,Home Office,Central,Office Supplies,Paper,585.9,3,0.1,88.34,2022,2022-02
ORD-00562,2022-02-14 17:38:12.546273,Standard Class,Customer_0242,Consumer,Central,Furniture,Bookcases,5283.75,4,0.0,1192.55,2022,2022-02
ORD-00563,2022-02-15 11:09:56.098049,Standard Class,Customer_0153,Corporate,East,Furniture,Tables,1691.99,2,0.1,314.62,2022,2022-02
ORD-00564,2022-02-16 04:41:39.649824,First Class,Customer_0053,Consumer,West,Technology,Accessories,1497.46,3,0.0,369.62,2022,2022-02
ORD-00565,2022-02-16 22:13:23.201600,Second Class,Customer_0149,Consumer,Central,Technology,Laptops,893.96,2,0.3,52.3,2022,2022-02
ORD-00566,2022-02-17 15:45:06.753376,Second Class,Customer_0219,Consumer,East,Furniture,Furnishings,2222.68,4,0.3,-48.04,2022,2022-02
ORD-00567,2022-02-18 09:16:50.305152,Standard Class,Customer_0113,Corporate,West,Technology,Laptops,2116.52,2,0.4,-181.58,2022,2022-02
ORD-00568,2022-02-19 02:48:33.856928,First Class,Customer_0288,Corporate,Central,Technology,Laptops,8644.53,7,0.0,1850.53,2022,2022-02
ORD-00569,2022-02-19 20:20:17.408704,Second Class,Customer_0277,Consumer,West,Furniture,Tables,701.93,2,0.0,172.85,2022,2022-02
ORD-00570,2022-02-20 13:52:00.960480,Second Class,Customer_0083,Corporate,East,Office Supplies,Paper,522.67,4,0.1,114.08,2022,2022-02
ORD-00571,2022-02-21 07:23:44.512256,Standard Class,Customer_0218,Corporate,East,Office Supplies,Binders,244.58,3,0.0,66.86,2022,2022-02
ORD-00572,2022-02-22 00:55:28.064032,Same Day,Customer_0226,Corporate,West,Office Supplies,Art,386.74,4,0.5,-58.6,2022,2022-02
ORD-00573,2022-02-22 18:27:11.615807,First Class,Customer_0270,Consumer,South,Furniture,Furnishings,6245.6,6,0.3,-2.16,2022,2022-02
ORD-00574,2022-02-23 11:58:55.167583,First Class,Customer_0015,Home Office,West,Furniture,Furnishings,302.13,1,0.5,-57.74,2022,2022-02
ORD-00575,2022-02-24 05:30:38.719359,Standard Class,Customer_0290,Consumer,West,Furniture,Tables,5294.04,4,0.0,1471.16,2022,2022-02
ORD-00576,2022-02-24 23:02:22.271135,Standard Class,Customer_0265,Consumer,West,Office Supplies,Storage,414.16,2,0.1,65.89,2022,2022-02
ORD-00577,2022-02-25 16:34:05.822911,Standard Class,Customer_0199,Consumer,Central,Technology,Accessories,3184.62,3,0.3,43.29,2022,2022-02
ORD-00578,2022-02-26 10:05:49.374687,Standard Class,Customer_0158,Consumer,East,Furniture,Furnishings,530.16,1,0.3,20.02,2022,2022-02
ORD-00579,2022-02-27 03:37:32.926463,First Class,Customer_0207,Home Office,East,Office Supplies,Labels,644.11,5,0.1,101.08,2022,2022-02
ORD-00580,2022-02-27 21:09:16.478239,Standard Class,Customer_0174,Consumer,West,Furniture,Bookcases,1287.09,2,0.3,-8.65,2022,2022-02
ORD-00581,2022-02-28 14:41:00.030015,Standard Class,Customer_0184,Corporate,West,Furniture,Tables,1331.43,3,0.0,383.35,2022,2022-02
ORD-00582,2022-03-01 08:12:43.581790,Standard Class,Customer_0265,Consumer,East,Furniture,Bookcases,906.26,1,0.2,90.86,2022,2022-03
ORD-00583,2022-03-02 01:44:27.133566,Standard Class,Customer_0246,Consumer,South,Technology,Copiers,1054.38,1,0.0,284.6,2022,2022-03
ORD-00584,2022-03-02 19:16:10.685342,Standard Class,Customer_0036,Home Office,South,Furniture,Chairs,2199.77,2,0.1,430.7,2022,2022-03
ORD-00585,2022-03-03 12:47:54.237118,First Class,Customer_0259,Corporate,West,Technology,Accessories,3365.36,4,0.1,700.42,2022,2022-03
ORD-00586,2022-03-04 06:19:37.788894,Standard Class,Customer_0019,Consumer,East,Technology,Accessories,4586.57,4,0.1,650.58,2022,2022-03
ORD-00587,2022-03-04 23:51:21.340670,Standard Class,Customer_0023,Consumer,South,Technology,Copiers,2728.8,2,0.1,457.29,2022,2022-03
ORD-00588,2022-03-05 17:23:04.892446,Standard Class,Customer_0104,Consumer,East,Office Supplies,Paper,471.01,3,0.3,-8.61,2022,2022-03
ORD-00589,2022-03-06 10:54:48.444222,Standard Class,Customer_0241,Consumer,South,Technology,Phones,3324.82,4,0.5,-555.17,2022,2022-03
ORD-00590,2022-03-07 04:26:31.995998,Standard Class,Customer_0204,Corporate,West,Furniture,Furnishings,851.55,1,0.1,114.61,2022,2022-03
ORD-00591,2022-03-07 21:58:15.547773,Second Class,Customer_0253,Corporate,South,Technology,Laptops,2765.65,3,0.1,469.76,2022,2022-03
ORD-00592,2022-03-08 15:29:59.099549,Second Class,Customer_0142,Consumer,Central,Office Supplies,Binders,175.01,1,0.3,-4.01,2022,2022-03
ORD-00593,2022-03-09 09:01:42.651325,Second Class,Customer_0143,Home Office,South,Technology,Accessories,1624.07,1,0.0,390.61,2022,2022-03
ORD-00594,2022-03-10 02:33:26.203101,Second Class,Customer_0271,Corporate,Central,Furniture,Bookcases,457.38,2,0.3,14.49,2022,2022-03
ORD-00595,2022-03-10 20:05:09.754877,Standard Class,Customer_0110,Consumer,East,Office Supplies,Binders,401.38,4,0.0,94.14,2022,2022-03
ORD-00596,2022-03-11 13:36:53.306653,Same Day,Customer_0008,Consumer,South,Office Supplies,Art,715.89,6,0.2,88.01,2022,2022-03
ORD-00597,2022-03-12 07:08:36.858429,First Class,Customer_0069,Corporate,West,Technology,Copiers,5807.96,4,0.0,1273.54,2022,2022-03
ORD-00598,2022-03-13 00:40:20.410205,First Class,Customer_0190,Corporate,East,Office Supplies,Art,151.91,1,0.0,33.48,2022,2022-03
ORD-00599,2022-03-13 18:12:03.961980,Standard Class,Customer_0179,Consumer,Central,Furniture,Bookcases,1980.79,7,0.1,344.84,2022,2022-03
ORD-00600,2022-03-14 11:43:47.513756,First Class,Customer_0063,Consumer,Central,Furniture,Furnishings,4082.43,5,0.1,711.85,2022,2022-03
ORD-00601,2022-03-15 05:15:31.065532,First Class,Customer_0068,Consumer,South,Technology,Accessories,440.68,1,0.1,70.89,2022,2022-03
ORD-00602,2022-03-15 22:47:14.617308,First Class,Customer_0206,Corporate,West,Technology,Copiers,2675.01,3,0.0,677.74,2022,2022-03
ORD-00603,2022-03-16 16:18:58.169084,Standard Class,Customer_0006,Corporate,Central,Office Supplies,Paper,1648.11,6,0.0,360.94,2022,2022-03
ORD-00604,2022-03-17 09:50:41.720860,Second Class,Customer_0119,Consumer,Central,Furniture,Tables,1244.47,3,0.0,293.02,2022,2022-03
ORD-00605,2022-03-18 03:22:25.272636,Same Day,Customer_0031,Corporate,West,Furniture,Chairs,6615.06,5,0.0,1706.57,2022,2022-03
ORD-00606,2022-03-18 20:54:08.824412,Second Class,Customer_0006,Home Office,East,Office Supplies,Binders,1532.43,6,0.1,332.43,2022,2022-03
ORD-00607,2022-03-19 14:25:52.376188,Standard Class,Customer_0207,Home Office,West,Office Supplies,Storage,222.42,1,0.0,56.53,2022,2022-03
ORD-00608,2022-03-20 07:57:35.927963,Same Day,Customer_0157,Consumer,East,Technology,Laptops,1820.93,1,0.0,522.4,2022,2022-03
ORD-00609,2022-03-21 01:29:19.479739,Standard Class,Customer_0067,Consumer,South,Furniture,Chairs,5062.05,5,0.0,1420.36,2022,2022-03
ORD-00610,2022-03-21 19:01:03.031515,Second Class,Customer_0289,Consumer,Central,Technology,Phones,984.57,1,0.1,163.17,2022,2022-03
ORD-00611,2022-03-22 12:32:46.583291,Standard Class,Customer_0140,Consumer,Central,Office Supplies,Art,268.14,1,0.1,38.72,2022,2022-03
ORD-00612,2022-03-23 06:04:30.135067,First Class,Customer_0300,Home Office,South,Furniture,Chairs,1889.3,2,0.0,460.96,2022,2022-03
ORD-00613,2022-03-23 23:36:13.686843,Standard Class,Customer_0013,Consumer,East,Office Supplies,Art,330.12,2,0.2,37.1,2022,2022-03
ORD-00614,2022-03-24 17:07:57.238619,Standard Class,Customer_0152,Consumer,South,Technology,Laptops,5444.13,3,0.0,1098.29,2022,2022-03
ORD-00615,2022-03-25 10:39:40.790395,Second Class,Customer_0109,Consumer,East,Technology,Phones,4342.71,5,0.1,720.34,2022,2022-03
ORD-00616,2022-03-26 04:11:24.342171,First Class,Customer_0149,Consumer,South,Technology,Laptops,252.2,1,0.5,-28.77,2022,2022-03
ORD-00617,2022-03-26 21:43:07.893946,Standard Class,Customer_0204,Corporate,West,Technology,Phones,1711.82,2,0.3,74.6,2022,2022-03
ORD-00618,2022-03-27 15:14:51.445722,First Class,Customer_0021,Consumer,South,Technology,Phones,341.62,1,0.2,30.05,2022,2022-03
ORD-00619,2022-03-28 08:46:34.997498,Same Day,Customer_0060,Consumer,West,Office Supplies,Art,1013.23,5,0.3,48.59,2022,2022-03
ORD-00620,2022-03-29 02:18:18.549274,Standard Class,Customer_0021,Consumer,East,Technology,Laptops,2951.57,2,0.1,572.55,2022,2022-03
ORD-00621,2022-03-29 19:50:02.101050,Standard Class,Customer_0245,Consumer,Central,Technology,Phones,1693.56,1,0.1,280.39,2022,2022-03
ORD-00622,2022-03-30 13:21:45.652826,Standard Class,Customer_0073,Consumer,East,Office Supplies,Binders,665.16,3,0.0,147.05,2022,2022-03
ORD-00623,2022-03-31 06:53:29.204602,Standard Class,Customer_0076,Corporate,Central,Furniture,Tables,366.81,1,0.3,0.23,2022,2022-03
ORD-00624,2022-04-01 00:25:12.756378,Standard Class,Customer_0186,Corporate,East,Office Supplies,Art,1220.29,6,0.2,163.56,2022,2022-04
ORD-00625,2022-04-01 17:56:56.308154,First Class,Customer_0078,Corporate,Central,Technology,Accessories,1292.33,1,0.0,295.98,2022,2022-04
ORD-00626,2022-04-02 11:28:39.859929,First Class,Customer_0065,Home Office,West,Furniture,Tables,3076.23,3,0.3,-44.67,2022,2022-04
ORD-00627,2022-04-03 05:00:23.411705,Standard Class,Customer_0290,Home Office,West,Technology,Phones,1408.83,2,0.1,252.19,2022,2022-04
ORD-00628,2022-04-03 22:32:06.963481,Standard Class,Customer_0056,Home Office,West,Technology,Phones,1764.68,2,0.1,214.75,2022,2022-04
ORD-00629,2022-04-04 16:03:50.515257,Standard Class,Customer_0259,Consumer,East,Office Supplies,Paper,108.57,2,0.1,16.37,2022,2022-04
ORD-00630,2022-04-05 09:35:34.067033,Standard Class,Customer_0190,Consumer,West,Technology,Laptops,1221.93,2,0.0,306.42,2022,2022-04
ORD-00631,2022-04-06 03:07:17.618809,Standard Class,Customer_0006,Consumer,East,Furniture,Chairs,3034.81,3,0.2,258.57,2022,2022-04
ORD-00632,2022-04-06 20:39:01.170585,First Class,Customer_0006,Home Office,East,Furniture,Tables,2927.67,4,0.1,556.73,2022,2022-04
ORD-00633,2022-04-07 14:10:44.722361,First Class,Customer_0191,Home Office,West,Technology,Phones,2909.39,2,0.1,399.99,2022,2022-04
ORD-00634,2022-04-08 07:42:28.274137,Standard Class,Customer_0148,Home Office,Central,Office Supplies,Storage,146.19,1,0.0,32.61,2022,2022-04
ORD-00635,2022-04-09 01:14:11.825912,First Class,Customer_0258,Consumer,South,Technology,Copiers,5970.89,4,0.1,934.15,2022,2022-04
ORD-00636,2022-04-09 18:45:55.377688,Standard Class,Customer_0218,Home Office,West,Furniture,Furnishings,1168.92,3,0.5,-136.12,2022,2022-04
ORD-00637,2022-04-10 12:17:38.929464,Second Class,Customer_0090,Consumer,Central,Office Supplies,Art,256.98,3,0.2,22.31,2022,2022-04
ORD-00638,2022-04-11 05:49:22.481240,Standard Class,Customer_0010,Consumer,Central,Furniture,Bookcases,1568.2,2,0.3,29.47,2022,2022-04
ORD-00639,2022-04-11 23:21:06.033016,Standard Class,Customer_0087,Consumer,East,Office Supplies,Binders,138.68,1,0.3,-3.84,2022,2022-04
ORD-00640,2022-04-12 16:52:49.584792,First Class,Customer_0250,Consumer,Central,Technology,Phones,1124.5,3,0.2,120.97,2022,2022-04
ORD-00641,2022-04-13 10:24:33.136568,Standard Class,Customer_0151,Corporate,East,Furniture,Furnishings,723.5,1,0.1,100.87,2022,2022-04
ORD-00642,2022-04-14 03:56:16.688344,Second Class,Customer_0113,Consumer,East,Technology,Accessories,2846.57,2,0.1,561.97,2022,2022-04
ORD-00643,2022-04-14 21:28:00.240120,Standard Class,Customer_0030,Consumer,West,Office Supplies,Storage,255.1,1,0.1,48.12,2022,2022-04
ORD-00644,2022-04-15 14:59:43.791895,Standard Class,Customer_0128,Corporate,Central,Office Supplies,Binders,432.26,4,0.0,111.49,2022,2022-04
ORD-00645,2022-04-16 08:31:27.343671,Standard Class,Customer_0078,Home Office,Central,Technology,Laptops,3282.38,2,0.1,537.44,2022,2022-04
ORD-00646,2022-04-17 02:03:10.895447,Standard Class,Customer_0055,Corporate,West,Furniture,Chairs,8427.85,6,0.0,2262.4,2022,2022-04
ORD-00647,2022-04-17 19:34:54.447223,Second Class,Customer_0034,Consumer,East,Technology,Copiers,1498.68,1,0.1,191.15,2022,2022-04
ORD-00648,2022-04-18 13:06:37.998999,Standard Class,Customer_0105,Corporate,South,Furniture,Chairs,984.31,2,0.0,197.62,2022,2022-04
ORD-00649,2022-04-19 06:38:21.550775,Second Class,Customer_0172,Home Office,East,Furniture,Furnishings,443.36,1,0.1,56.61,2022,2022-04
ORD-00650,2022-04-20 00:10:05.102551,Second Class,Customer_0022,Consumer,East,Office Supplies,Storage,762.43,3,0.0,186.99,2022,2022-04
ORD-00651,2022-04-20 17:41:48.654327,Second Class,Customer_0287,Corporate,South,Furniture,Chairs,344.86,1,0.1,50.27,2022,2022-04
ORD-00652,2022-04-21 11:13:32.206103,Standard Class,Customer_0105,Consumer,Central,Technology,Copiers,3693.61,3,0.1,588.07,2022,2022-04
ORD-00653,2022-04-22 04:45:15.757878,First Class,Customer_0149,Consumer,Central,Technology,Phones,3928.23,4,0.0,1074.78,2022,2022-04
ORD-00654,2022-04-22 22:16:59.309654,Standard Class,Customer_0272,Corporate,Central,Technology,Laptops,4999.49,3,0.1,1060.41,2022,2022-04
ORD-00655,2022-04-23 15:48:42.861430,Standard Class,Customer_0276,Home Office,South,Technology,Phones,1485.15,2,0.1,317.2,2022,2022-04
ORD-00656,2022-04-24 09:20:26.413206,Standard Class,Customer_0299,Consumer,East,Technology,Phones,983.1,1,0.1,130.46,2022,2022-04
ORD-00657,2022-04-25 02:52:09.964982,Standard Class,Customer_0172,Corporate,East,Office Supplies,Labels,380.87,3,0.1,48.43,2022,2022-04
ORD-00658,2022-04-25 20:23:53.516758,Standard Class,Customer_0047,Home Office,East,Furniture,Furnishings,3135.98,4,0.4,-261.27,2022,2022-04
ORD-00659,2022-04-26 13:55:37.068534,Second Class,Customer_0114,Home Office,South,Furniture,Bookcases,866.08,2,0.2,45.42,2022,2022-04
ORD-00660,2022-04-27 07:27:20.620310,Standard Class,Customer_0275,Consumer,Central,Technology,Phones,1997.23,1,0.0,409.27,2022,2022-04
ORD-00661,2022-04-28 00:59:04.172086,Standard Class,Customer_0207,Home Office,West,Office Supplies,Labels,237.87,2,0.1,42.14,2022,2022-04
ORD-00662,2022-04-28 18:30:47.723861,Second Class,Customer_0242,Consumer,South,Office Supplies,Labels,559.15,4,0.0,144.89,2022,2022-04
ORD-00663,2022-04-29 12:02:31.275637,Standard Class,Customer_0196,Corporate,East,Technology,Phones,6949.04,5,0.2,700.68,2022,2022-04
ORD-00664,2022-04-30 05:34:14.827413,Standard Class,Customer_0164,Consumer,West,Office Supplies,Storage,488.99,2,0.0,140.71,2022,2022-04
ORD-00665,2022-04-30 23:05:58.379189,Standard Class,Customer_0176,Consumer,East,Furniture,Furnishings,2462.68,2,0.0,598.84,2022,2022-04
ORD-00666,2022-05-01 16:37:41.930965,Second Class,Customer_0271,Corporate,East,Technology,Laptops,2729.1,2,0.0,818.68,2022,2022-05
ORD-00667,2022-05-02 10:09:25.482741,Standard Class,Customer_0110,Consumer,South,Furniture,Chairs,445.87,1,0.1,55.39,2022,2022-05
ORD-00668,2022-05-03 03:41:09.034517,Standard Class,Customer_0172,Consumer,West,Furniture,Furnishings,983.31,2,0.1,186.37,2022,2022-05
ORD-00669,2022-05-03 21:12:52.586293,Standard Class,Customer_0202,Consumer,South,Technology,Copiers,760.45,1,0.2,105.74,2022,2022-05
ORD-00670,2022-05-04 14:44:36.138069,Second Class,Customer_0168,Corporate,East,Office Supplies,Storage,674.62,4,0.0,188.44,2022,2022-05
ORD-00671,2022-05-05 08:16:19.689844,Second Class,Customer_0102,Consumer,West,Office Supplies,Storage,636.35,3,0.2,85.22,2022,2022-05
ORD-00672,2022-05-06 01:48:03.241620,First Class,Customer_0086,Corporate,South,Furniture,Furnishings,700.52,1,0.1,137.18,2022,2022-05
ORD-00673,2022-05-06 19:19:46.793396,Standard Class,Customer_0142,Consumer,East,Furniture,Furnishings,289.19,1,0.2,31.32,2022,2022-05
ORD-00674,2022-05-07 12:51:30.345172,Standard Class,Customer_0213,Consumer,West,Furniture,Furnishings,2392.19,2,0.0,613.04,2022,2022-05
ORD-00675,2022-05-08 06:23:13.896948,Standard Class,Customer_0051,Consumer,East,Furniture,Bookcases,563.19,1,0.0,127.16,2022,2022-05
ORD-00676,2022-05-08 23:54:57.448724,Standard Class,Customer_0112,Consumer,South,Furniture,Tables,978.83,2,0.1,124.07,2022,2022-05
ORD-00677,2022-05-09 17:26:41.000500,Standard Class,Customer_0271,Consumer,East,Technology,Phones,8047.73,7,0.0,2307.56,2022,2022-05
ORD-00678,2022-05-10 10:58:24.552276,Standard Class,Customer_0065,Consumer,West,Furniture,Bookcases,1607.24,2,0.3,-33.31,2022,2022-05
ORD-00679,2022-05-11 04:30:08.104052,Standard Class,Customer_0183,Home Office,West,Office Supplies,Labels,207.76,1,0.2,10.05,2022,2022-05
ORD-00680,2022-05-11 22:01:51.655827,Second Class,Customer_0010,Corporate,West,Furniture,Chairs,1085.94,1,0.2,76.47,2022,2022-05
ORD-00681,2022-05-12 15:33:35.207603,Standard Class,Customer_0234,Consumer,Central,Technology,Laptops,1577.74,2,0.2,164.94,2022,2022-05
ORD-00682,2022-05-13 09:05:18.759379,Second Class,Customer_0298,Consumer,East,Office Supplies,Art,168.31,1,0.4,-9.95,2022,2022-05
ORD-00683,2022-05-14 02:37:02.311155,Standard Class,Customer_0244,Home Office,West,Technology,Laptops,1616.93,2,0.3,75.81,2022,2022-05
ORD-00684,2022-05-14 20:08:45.862931,Standard Class,Customer_0267,Consumer,West,Technology,Laptops,778.16,2,0.1,105.72,2022,2022-05
ORD-00685,2022-05-15 13:40:29.414707,Standard Class,Customer_0118,Consumer,East,Technology,Phones,3596.84,3,0.1,483.17,2022,2022-05
ORD-00686,2022-05-16 07:12:12.966483,Standard Class,Customer_0144,Corporate,South,Technology,Accessories,2147.5,2,0.1,444.6,2022,2022-05
ORD-00687,2022-05-17 00:43:56.518259,Standard Class,Customer_0201,Corporate,East,Office Supplies,Binders,218.94,1,0.2,19.09,2022,2022-05
ORD-00688,2022-05-17 18:15:40.070035,Standard Class,Customer_0239,Corporate,South,Furniture,Chairs,883.89,1,0.2,56.24,2022,2022-05
ORD-00689,2022-05-18 11:47:23.621810,Same Day,Customer_0246,Consumer,East,Technology,Copiers,578.32,1,0.1,74.72,2022,2022-05
ORD-00690,2022-05-19 05:19:07.173586,Second Class,Customer_0008,Consumer,West,Office Supplies,Binders,226.06,1,0.0,45.87,2022,2022-05
ORD-00691,2022-05-19 22:50:50.725362,Standard Class,Customer_0152,Corporate,South,Office Supplies,Art,258.15,1,0.1,55.07,2022,2022-05
ORD-00692,2022-05-20 16:22:34.277138,First Class,Customer_0211,Consumer,East,Office Supplies,Paper,200.16,3,0.0,58.68,2022,2022-05
ORD-00693,2022-05-21 09:54:17.828914,Second Class,Customer_0158,Consumer,Central,Technology,Copiers,853.2,1,0.1,108.94,2022,2022-05
ORD-00694,2022-05-22 03:26:01.380690,Second Class,Customer_0058,Corporate,South,Furniture,Chairs,2591.6,3,0.0,617.77,2022,2022-05
ORD-00695,2022-05-22 20:57:44.932466,First Class,Customer_0086,Consumer,West,Office Supplies,Labels,84.03,1,0.0,23.59,2022,2022-05
ORD-00696,2022-05-23 14:29:28.484242,Standard Class,Customer_0055,Home Office,West,Office Supplies,Paper,426.77,3,0.0,95.0,2022,2022-05
ORD-00697,2022-05-24 08:01:12.036018,Standard Class,Customer_0201,Home Office,Central,Technology,Phones,1872.42,2,0.1,335.7,2022,2022-05
ORD-00698,2022-05-25 01:32:55.587793,Standard Class,Customer_0122,Corporate,West,Technology,Phones,2330.1,2,0.1,435.61,2022,2022-05
ORD-00699,2022-05-25 19:04:39.139569,Standard Class,Customer_0108,Consumer,West,Furniture,Bookcases,738.44,2,0.0,161.45,2022,2022-05
ORD-00700,2022-05-26 12:36:22.691345,Standard Class,Customer_0132,Consumer,West,Office Supplies,Binders,1223.43,5,0.1,155.37,2022,2022-05
ORD-00701,2022-05-27 06:08:06.243121,Standard Class,Customer_0198,Consumer,West,Furniture,Tables,1286.51,3,0.1,252.85,2022,2022-05
